-0.095370,0.206704,5.004985
-0.196120,0.905292,4.600802
0.703001,0.405668,5.002517
0.802246,0.305731,5.002487
-0.095637,0.506699,4.802668
0.700309,-0.888659,5.004463
0.105238,0.006072,5.005037
0.303975,0.605558,4.601866
0.205078,0.406767,5.003910
-0.796617,0.006476,5.006049
0.303531,0.805049,4.701762
0.402908,1.004301,5.001430
-0.496370,0.407107,5.005144
0.603128,-0.492513,5.004622
-0.696649,0.006380,5.005966
-0.295781,-0.394503,5.006217
0.603181,0.605369,5.002186
0.304006,-0.692571,5.005527
-0.296010,0.805985,4.701683
-0.096046,0.805556,4.600928
0.004833,-0.394517,5.005826
0.702645,-0.392570,5.004227
0.699757,-0.987490,5.004459
0.899588,0.803384,5.000585
-0.495989,0.906685,5.004032
-0.195486,-0.892039,5.006590
-0.896362,0.806987,5.005014
-0.396295,0.006173,5.005749
-0.095410,-0.594045,5.006194
-0.396309,0.106465,5.005585
-0.195522,-0.991074,5.006650
-0.095378,-0.494398,5.006089
0.504390,0.406144,5.003135
-0.396074,-0.294406,5.006183
0.798603,-0.986811,5.004126
-0.095818,0.506231,4.601126
0.105182,0.206607,5.004619
-0.295970,0.905960,4.802191
0.404607,-0.393688,5.005067
0.203375,0.904638,4.601152
-0.796501,0.507051,5.005346
0.003745,0.905030,4.600871
0.802469,0.006440,5.003264
-0.195701,0.106422,5.005338
0.203711,-0.891208,5.005829
0.503806,0.605704,5.002494
-0.896305,0.906881,5.004739
0.303680,0.805249,4.801976
-0.296029,0.106443,5.005473
-0.396250,0.306980,5.005223
-0.395674,-0.593903,5.006559
-0.295889,0.806554,4.903144
0.998613,-0.490566,5.003299
-0.395933,0.806885,5.004103
0.004525,0.506619,4.802598
-0.996334,0.906909,5.004778
-0.695669,-0.593309,5.006872
0.501611,-0.988707,5.005062
0.801071,0.704260,5.001222
0.801748,0.505102,5.001871
0.305317,0.206451,5.004204
0.004968,0.106376,5.005016
0.802476,0.106211,5.003032
0.604271,0.106218,5.003683
-0.295373,-0.991130,5.006818
0.204502,0.506137,4.702112
-0.996557,0.507063,5.005737
-0.495976,1.006419,5.003752
0.504650,-0.193754,5.004562
0.900987,-0.192719,5.003285
-0.796040,-0.393586,5.006664
-0.496219,-0.294264,5.006262
-0.395416,-0.792791,5.006786
-0.896577,0.406988,5.005656
-0.795378,-0.692641,5.007190
0.105227,0.106349,5.004838
0.701822,-0.591397,5.004375
-0.696368,0.607088,5.005030
-0.295879,1.006193,5.003321
-0.796401,-0.193698,5.006343
-0.195691,0.006097,5.005516
-0.195503,-0.594065,5.006331
0.204149,0.605750,4.601526
0.205153,-0.294313,5.005358
0.305388,0.106291,5.004442
-0.896526,0.507042,5.005526
-0.496441,-0.094005,5.005981
0.302893,1.004097,4.701302
0.003916,0.805434,4.600983
0.004068,0.705775,4.601064
-0.195673,-0.094203,5.005680
-0.696205,0.806931,5.004649
-0.195757,0.506980,4.903624
-0.495713,-0.593740,5.006658
-0.596547,-0.093898,5.006046
-0.295599,-0.594015,5.006452
0.302740,1.003906,4.601169
-0.496347,-0.194180,5.006124
